
# Surface 0 of 1 surfaces

# Curve title: ""map.dat" using 1:2:3"

# IsoCurve 0, 101 points
# x y z type
 3.6306  0.592  2.9786 i
 3.6906  0.592  0.5139 i
 3.7506  0.592 -4.3862 i
 3.8106  0.592 -10.0249 i
 3.8706  0.592 -14.2686 i
 3.9306  0.592 -15.3205 i
 3.9906  0.592 -12.437 i
 4.0506  0.592 -6.304 i
 4.1106  0.592  1.1043 i
 4.1706  0.592  7.1719 i
 4.2306  0.592  9.5854 i
 4.2906  0.592  7.2371 i
 4.3506  0.592  0.7395 i
 4.4106  0.592 -7.6754 i
 4.4706  0.592 -14.8794 i
 4.5306  0.592 -17.9664 i
 4.5906  0.592 -15.3731 i
 4.6506  0.592 -7.5811 i
 4.7106  0.592  2.892 i
 4.7706  0.592  12.2618 i
 4.8306  0.592  16.7793 i
 4.8906  0.592  14.1254 i
 4.9506  0.592  4.4 i
 5.0106  0.592 -9.6791 i
 5.0706  0.592 -23.4917 i
 5.1306  0.592 -31.9502 i
 5.1906  0.592 -31.1996 i
 5.2506  0.592 -20.0103 i
 5.3106  0.592 -0.3764 i
 5.3706  0.592  22.9174 i
 5.4306  0.592  43.6529 i
 5.4906  0.592  56.0415 i
 5.5506  0.592  56.4967 i
 5.6106  0.592  44.7419 i
 5.6706  0.592  23.8966 i
 5.7306  0.592 -0.4834 i
 5.7906  0.592 -22.0933 i
 5.8506  0.592 -35.7438 i
 5.9106  0.592 -38.8115 i
 5.9706  0.592 -31.8321 i
 6.0306  0.592 -18.0921 i
 6.0906  0.592 -2.4054 i
 6.1506  0.592  10.482 i
 6.2106  0.592  17.3202 i
 6.2706  0.592  17.1683 i
 6.3306  0.592  11.3784 i
 6.3906  0.592  2.8341 i
 6.4506  0.592 -5.2279 i
 6.5106  0.592 -10.37 i
 6.5706  0.592 -11.6789 i
 6.6306  0.592 -9.8537 i
 6.6906  0.592 -6.6904 i
 6.7506  0.592 -4.2117 i
 6.8106  0.592 -3.8046 i

# IsoCurve 22, 101 points
# x y z type
 0.8003  0.6202 -2.9655 i
 0.8603  0.6202 -3.7918 i
 0.9203  0.6202 -6.6414 i
 0.9803  0.6202 -9.8684 i
 1.0403  0.6202 -11.6194 i
 1.1003  0.6202 -10.6359 i
 1.1603  0.6202 -6.7803 i
 1.2203  0.6202 -1.0894 i
 1.2803  0.6202  4.6458 i
 1.3403  0.6202  8.5902 i
 1.4003  0.6202  9.576 i
 1.4603  0.6202  7.5348 i
 1.5203  0.6202  3.4909 i
 1.5803  0.6202 -0.868 i
 1.6403  0.6202 -3.8655 i
 1.7003  0.6202 -4.4856 i
 1.7603  0.6202 -2.749 i
 1.8203  0.6202  0.3225 i
 1.8803  0.6202  3.1251 i
 1.9403  0.6202  4.1057 i
 2.0003  0.6202  2.36 i
 2.0603  0.6202 -2.0295 i
 2.1203  0.6202 -8.0292 i
 2.1803  0.6202 -14.0375 i
 2.2403  0.6202 -18.4519 i
 2.3003  0.6202 -20.2031 i
 2.3603  0.6202 -19.0618 i
 2.4203  0.6202 -15.6251 i
 2.4803  0.6202 -11.0189 i
 2.5403  0.6202 -6.4591 i
 2.6003  0.6202 -2.8546 i
 2.6603  0.6202 -0.6005 i
 2.7203  0.6202  0.3853 i
 2.7803  0.6202  0.4371 i
 2.8403  0.6202 -0.1373 i
 2.9003  0.6202 -1.2434 i
 2.9603  0.6202 -3.002 i
 3.0203  0.6202 -5.5723 i
 3.0803  0.6202 -8.8951 i
 3.1403  0.6202 -12.5055 i
 3.2003  0.6202 -15.5399 i
 3.2603  0.6202 -16.9786 i
 3.3203  0.6202 -16.05 i
 3.3803  0.6202 -12.6337 i
 3.4403  0.6202 -7.4713 i
 3.5003  0.6202 -2.0544 i
 3.5603  0.6202  1.8195 i
 3.6203  0.6202  2.688 i
 3.6803  0.6202  0.0284 i
 3.7403  0.6202 -5.4264 i
 3.8003  0.6202 -11.8191 i
 3.8603  0.6202 -16.749 i
 3.9203  0.6202 -18.1214 i
 3.9803  0.6202 -14.9627 i
 4.0403  0.6202 -7.8853 i
 4.1003  0.6202  1.0091 i
 4.1603  0.6202  8.796 i
 4.2203  0.6202  12.7569 i
 4.2803  0.6202  11.4073 i
 4.3403  0.6202  5.1332 i
 4.4003  0.6202 -3.8327 i
 4.4603  0.6202 -12.1333 i
 4.5203  0.6202 -16.4845 i
 4.5803  0.6202 -14.9294 i
 4.6403  0.6202 -7.6816 i
 4.7003  0.6202  2.7906 i
 4.7603  0.6202  12.5241 i
 4.8203  0.6202  17.4475 i
 4.8803  0.6202  14.9286 i
 4.9403  0.6202  4.9269 i
 5.0003  0.6202 -9.6964 i
 5.0603  0.6202 -23.8858 i
 5.1203  0.6202 -31.9395 i
 5.1803  0.6202 -29.4143 i
 5.2403  0.6202 -14.7536 i
 5.3003  0.6202  9.9307 i
 5.3603  0.6202  39.2304 i
 5.4203  0.6202  65.8941 i
 5.4803  0.6202  82.9284 i
 5.5403  0.6202  85.6856 i
 5.6003  0.6202  73.2722 i
 5.6603  0.6202  48.825 i
 5.7203  0.6202  18.5701 i
 5.7803  0.6202 -10.0282 i
 5.8403  0.6202 -30.4336 i
 5.9003  0.6202 -38.8368 i
 5.9603  0.6202 -35.0419 i
 6.0203  0.6202 -22.2118 i
 6.0803  0.6202 -5.6169 i
 6.1403  0.6202  9.1507 i
 6.2003  0.6202  17.8937 i
 6.2603  0.6202  18.9117 i
 6.3203  0.6202  13.1902 i
 6.3803  0.6202  3.6991 i
 6.4403  0.6202 -5.8756 i
 6.5003  0.6202 -12.4807 i
 6.5603  0.6202 -14.6536 i
 6.6203  0.6202 -12.7966 i
 6.6803  0.6202 -8.7421 i
 6.7403  0.6202 -4.842 i
 6.8003  0.6202 -2.9654 i

# IsoCurve 23, 101 points
# x y z type
 0.7901  0.6484 -1.7872 i
 0.8501  0.6484 -1.3856 i
 0.9101  0.6484 -3.6938 i
 0.9701  0.6484 -7.1387 i
 1.0301  0.6484 -9.6752 i
 1.0901  0.6484 -9.6761 i
 1.1501  0.6484 -6.6015 i
 1.2101  0.6484 -1.1953 i
 1.2701  0.6484  4.8419 i
 1.3301  0.6484  9.5494 i
 1.3901  0.6484  11.4818 i
 1.4501  0.6484  10.2532 i
 1.5101  0.6484  6.6476 i
 1.5701  0.6484  2.2657 i
 1.6301  0.6484 -1.1346 i
 1.6901  0.6484 -2.338 i
 1.7501  0.6484 -1.1365 i
 1.8101  0.6484  1.6137 i
 1.8701  0.6484  4.3517 i
 1.9301  0.6484  5.4368 i
 1.9901  0.6484  3.7903 i
 2.0501  0.6484 -0.6904 i
 2.1101  0.6484 -7.0925 i
 2.1701  0.6484 -13.8209 i
 2.2301  0.6484 -19.1623 i
 2.2901  0.6484 -21.8571 i
 2.3501  0.6484 -21.47 i
 2.4101  0.6484 -18.4423 i
 2.4701  0.6484 -13.8368 i
 2.5301  0.6484 -8.9084 i
 2.5901  0.6484 -4.6829 i
 2.6501  0.6484 -1.7073 i
 2.7101  0.6484 -0.0419 i
 2.7701  0.6484  0.5446 i
 2.8301  0.6484  0.3056 i
 2.8901  0.6484 -0.6784 i
 2.9501  0.6484 -2.5171 i
 3.0101  0.6484 -5.345 i
 3.0701  0.6484 -9.0666 i
 3.1301  0.6484 -13.1621 i
 3.1901  0.6484 -16.6878 i
 3.2501  0.6484 -18.5231 i
 3.3101  0.6484 -17.7952 i
 3.3701  0.6484 -14.3153 i
 3.4301  0.6484 -8.8246 i
 3.4901  0.6484 -2.9006 i
 3.5501  0.6484  1.4975 i
 3.6101  0.6484  2.714 i
 3.6701  0.6484  0.0673 i
 3.7301  0.6484 -5.7665 i
 3.7901  0.6484 -12.8445 i
 3.8501  0.6484 -18.5452 i
 3.9101  0.6484 -20.4753 i
 3.9701  0.6484 -17.382 i
 4.0301  0.6484 -9.7189 i
 4.0901  0.6484  0.3797 i
 4.1501  0.6484  9.7552 i
 4.2101  0.6484  15.314 i
 4.2701  0.6484  15.1692 i
 4.3301  0.6484  9.4077 i
 4.3901  0.6484  0.1678 i
 4.4501  0.6484 -9.0508 i
 4.5101  0.6484 -14.6341 i
 4.5701  0.6484 -14.2268 i
 4.6301  0.6484 -7.7188 i
 4.6901  0.6484  2.5536 i
 4.7501  0.6484  12.527 i
 4.8101  0.6484  17.8515 i
 4.8701  0.6484  15.5725 i
 4.9301  0.6484  5.4493 i
 4.9901  0.6484 -9.6005 i
 5.0501  0.6484 -24.1651 i
 5.1101  0.6484 -31.9631 i
 5.1701  0.6484 -27.932 i
 5.2301  0.6484 -10.0918 i
 5.2901  0.6484  19.4642 i
 5.3501  0.6484  54.8365 i
 5.4101  0.6484  87.8228 i
 5.4701  0.6484  110.221 i
 5.5301  0.6484  116.221 i
 5.5901  0.6484  104.136 i
 5.6501  0.6484  76.9108 i
 5.7101  0.6484  41.2559 i
 5.7701  0.6484  5.6859 i
 5.8301  0.6484 -21.9182 i
 5.8901  0.6484 -36.4565 i
 5.9501  0.6484 -36.8202 i
 6.0101  0.6484 -25.8408 i
 6.0701  0.6484 -9.0674 i
 6.1301  0.6484  7.1669 i
 6.1901  0.6484  17.7288 i
 6.2501  0.6484  20.0871 i
 6.3101  0.6484  14.7378 i
 6.3701  0.6484  4.6075 i
 6.4301  0.6484 -6.2644 i
 6.4901  0.6484 -14.2476 i
 6.5501  0.6484 -17.3095 i
 6.6101  0.6484 -15.4929 i
 6.6701  0.6484 -10.595 i
 6.7301  0.6484 -5.2459 i
 6.7901  0.6484 -1.7872 i

# IsoCurve 24, 101 points
# x y z type
 0.7798  0.6766 -0.3414 i
 0.8398  0.6766  1.3995 i
 0.8998  0.6766 -0.2409 i
 0.9598  0.6766 -3.8275 i
 1.0198  0.6766 -7.177 i
 1.0798  0.6766 -8.3159 i
 1.1398  0.6766 -6.2835 i
 1.1998  0.6766 -1.4788 i
 1.2598  0.6766  4.556 i
 1.3198  0.6766  9.7956 i
 1.3798  0.6766  12.5528 i
 1.4398  0.6766  12.1267 i
 1.4998  0.6766  9.0322 i
 1.5598  0.6766  4.7396 i
 1.6198  0.6766  1.0459 i
 1.6798  0.6766 -0.6584 i
 1.7398  0.6766  0.0651 i
 1.7998  0.6766  2.5503 i
 1.8598  0.6766  5.3157 i
 1.9198  0.6766  6.6657 i
 1.9798  0.6766  5.362 i
 2.0398  0.6766  1.1057 i
 2.0998  0.6766 -5.3469 i
 2.1598  0.6766 -12.4605 i
 2.2198  0.6766 -18.467 i
 2.2798  0.6766 -21.9623 i
 2.3398  0.6766 -22.331 i
 2.3998  0.6766 -19.8575 i
 2.4598  0.6766 -15.5164 i
 2.5198  0.6766 -10.5562 i
 2.5798  0.6766 -6.0638 i
 2.6398  0.6766 -2.6805 i
 2.6998  0.6766 -0.5593 i
 2.7598  0.6766  0.4628 i
 2.8198  0.6766  0.5981 i
 2.8798  0.6766 -0.0981 i
 2.9398  0.6766 -1.7605 i
 2.9998  0.6766 -4.554 i
 3.0598  0.6766 -8.4107 i
 3.1198  0.6766 -12.8145 i
 3.1798  0.6766 -16.7806 i
 3.2398  0.6766 -19.0947 i
 3.2998  0.6766 -18.7545 i
 3.3598  0.6766 -15.4445 i
 3.4198  0.6766 -9.8328 i
 3.4798  0.6766 -3.5171 i
 3.5398  0.6766  1.4187 i
 3.5998  0.6766  3.1201 i
 3.6598  0.6766  0.6979 i
 3.7198  0.6766 -5.3081 i
 3.7798  0.6766 -12.9562 i
 3.8398  0.6766 -19.468 i
 3.8998  0.6766 -22.1724 i
 3.9598  0.6766 -19.5034 i
 4.0198  0.6766 -11.6763 i
 4.0798  0.6766 -0.7559 i
 4.1398  0.6766  9.9583 i
 4.1998  0.6766  17.0516 i
 4.2598  0.6766  18.2324 i
 4.3198  0.6766  13.2321 i
 4.3798  0.6766  4.0029 i
 4.4398  0.6766 -5.9072 i
 4.4998  0.6766 -12.6204 i
 4.5598  0.6766 -13.3971 i
 4.6198  0.6766 -7.7656 i
 4.6798  0.6766  2.1451 i
 4.7398  0.6766  12.251 i
 4.7998  0.6766  17.9752 i
 4.8598  0.6766  16.0394 i
 4.9198  0.6766  5.9462 i
 4.9798  0.6766 -9.4237 i
 5.0398  0.6766 -24.3971 i
 5.0998  0.6766 -32.1685 i
 5.1598  0.6766 -27.0421 i
 5.2198  0.6766 -6.524 i
 5.2798  0.6766  27.4596 i
 5.3398  0.6766  68.683 i
 5.3998  0.6766  108.121 i
 5.4598  0.6766  136.41 i
 5.5198  0.6766  146.521 i
 5.5798  0.6766  135.817 i
 5.6398  0.6766  106.835 i
 5.6998  0.6766  66.554 i
 5.7598  0.6766  24.3768 i
 5.8198  0.6766 -10.5332 i
 5.8798  0.6766 -31.7329 i
 5.9398  0.6766 -37.0525 i
 5.9998  0.6766 -28.7917 i
 6.0598  0.6766 -12.583 i
 6.1198  0.6766  4.6385 i
 6.1798  0.6766  16.8552 i
 6.2398  0.6766  20.6671 i
 6.2998  0.6766  15.9765 i
 6.3598  0.6766  5.5371 i
 6.4198  0.6766 -6.3693 i
 6.4798  0.6766 -15.5972 i
 6.5398  0.6766 -19.5441 i
 6.5998  0.6766 -17.8454 i
 6.6598  0.6766 -12.1914 i
 6.7198  0.6766 -5.4282 i
 6.7798  0.6766 -0.3414 i

# IsoCurve 25, 101 points
# x y z type
 0.7695  0.7048  1.277 i
 0.8295  0.7048  4.4089 i
 0.8895  0.7048  3.5291 i
 0.9495  0.7048 -0.1239 i
 1.0095  0.7048 -4.2869 i
 1.0695  0.7048 -6.674 i
 1.1295  0.7048 -5.9019 i
 1.1895  0.7048 -1.9871 i
 1.2495  0.7048  3.7455 i
 1.3095  0.7048  9.2673 i
 1.3695  0.7048  12.6916 i
 1.4295  0.7048  13.0152 i
 1.4895  0.7048  10.4672 i
 1.5495  0.7048  6.3498 i
 1.6095  0.7048  2.4589 i
 1.6695  0.7048  0.3332 i
 1.7295  0.7048  0.6362 i
 1.7895  0.7048  2.9112 i
 1.8495  0.7048  5.7891 i
 1.9095  0.7048  7.5533 i
 1.9695  0.7048  6.8268 i
 2.0295  0.7048  3.1113 i
 2.0895  0.7048 -3.0213 i
 2.1495  0.7048 -10.1434 i
 2.2095  0.7048 -16.4885 i
 2.2695  0.7048 -20.5599 i
 2.3295  0.7048 -21.5974 i
 2.3895  0.7048 -19.7419 i
 2.4495  0.7048 -15.8673 i
 2.5095  0.7048 -11.1821 i
 2.5695  0.7048 -6.7839 i
 2.6295  0.7048 -3.3501 i
 2.6895  0.7048 -1.0684 i
 2.7495  0.7048  0.2041 i
 2.8095  0.7048  0.6687 i
 2.8695  0.7048  0.3603 i
 2.9295  0.7048 -0.9027 i
 2.9895  0.7048 -3.3643 i
 3.0495  0.7048 -7.0497 i
 3.1095  0.7048 -11.5155 i
 3.1695  0.7048 -15.791 i
 3.2295  0.7048 -18.5945 i
 3.2895  0.7048 -18.7813 i
 3.3495  0.7048 -15.8604 i
 3.4095  0.7048 -10.3531 i
 3.4695  0.7048 -3.8018 i
 3.5295  0.7048  1.6389 i
 3.5895  0.7048  3.9288 i
 3.6495  0.7048  1.9357 i
 3.7095  0.7048 -4.0126 i
 3.7695  0.7048 -12.0677 i
 3.8295  0.7048 -19.3757 i
 3.8895  0.7048 -23.0288 i
 3.9495  0.7048 -21.1334 i
 4.0095  0.7048 -13.5981 i
 4.0695  0.7048 -2.3147 i
 4.1295  0.7048  9.3823 i
 4.1895  0.7048  17.8334 i
 4.2495  0.7048  20.3652 i
 4.3095  0.7048  16.3165 i
 4.3695  0.7048  7.3709 i
 4.4295  0.7048 -2.9736 i
 4.4895  0.7048 -10.6545 i
 4.5495  0.7048 -12.5828 i
 4.6095  0.7048 -7.9035 i
 4.6695  0.7048  1.5253 i
 4.7295  0.7048  11.6782 i
 4.7895  0.7048  17.8084 i
 4.8495  0.7048  16.3223 i
 4.9095  0.7048  6.4144 i
 4.9695  0.7048 -9.1692 i
 5.0295  0.7048 -24.6026 i
 5.0895  0.7048 -32.6335 i
 5.1495  0.7048 -26.9414 i
 5.2095  0.7048 -4.4396 i
 5.2695  0.7048  33.266 i
 5.3295  0.7048  79.814 i
 5.3895  0.7048  125.529 i
 5.4495  0.7048  159.985 i
 5.5095  0.7048  174.927 i
 5.5695  0.7048  166.647 i
 5.6295  0.7048  137.067 i
 5.6895  0.7048  93.1944 i
 5.7495  0.7048  45.1127 i
 5.8095  0.7048  3.1471 i
 5.8695  0.7048 -24.9223 i
 5.9295  0.7048 -35.7592 i
 5.9895  0.7048 -30.9513 i
 6.0495  0.7048 -16.0127 i
 6.1095  0.7048  1.6849 i
 6.1695  0.7048  15.3294 i
 6.2295  0.7048  20.6495 i
 6.2895  0.7048  16.8739 i
 6.3495  0.7048  6.4618 i
 6.4095  0.7048 -6.1828 i
 6.4695  0.7048 -16.4804 i
 6.5295  0.7048 -21.2814 i
 6.5895  0.7048 -19.7802 i
 6.6495  0.7048 -13.4935 i
 6.7095  0.7048 -5.413 i
 6.7695  0.7048  1.2771 i

# IsoCurve 26, 101 points
# x y z type
 0.7593  0.733  2.958 i
 0.8193  0.733  7.4692 i
 0.8793  0.733  7.4034 i
 0.9393  0.733  3.7532 i
 0.9993  0.733 -1.1964 i
 1.0593  0.733 -4.892 i
 1.1193  0.733 -5.5413 i
 1.1793  0.733 -2.757 i
 1.2393  0.733  2.4015 i
 1.2993  0.733  7.9586 i
 1.3593  0.733  11.8747 i
 1.4193  0.733  12.8654 i
 1.4793  0.733  10.8668 i
 1.5393  0.733  6.9839 i
 1.5993  0.733  2.9744 i
 1.6593  0.733  0.4954 i
 1.7193  0.733  0.426 i
 1.7793  0.733  2.5308 i
 1.8393  0.733  5.5828 i
 1.8993  0.733  7.8789 i
 1.9593  0.733  7.9287 i
 2.0193  0.733  5.0406 i
 2.0793  0.733 -0.4163 i
 2.1393  0.733 -7.1612 i
 2.1993  0.733 -13.4815 i
 2.2593  0.733 -17.8412 i
 2.3193  0.733 -19.3783 i
 2.3793  0.733 -18.1152 i
 2.4393  0.733 -14.8277 i
 2.4993  0.733 -10.6641 i
 2.5593  0.733 -6.6934 i
 2.6193  0.733 -3.5755 i
 2.6793  0.733 -1.4732 i
 2.7393  0.733 -0.2068 i
 2.7993  0.733  0.4588 i
 2.8593  0.733  0.5617 i
 2.9193  0.733 -0.1331 i
 2.9793  0.733 -1.9847 i
 3.0393  0.733 -5.1729 i
 3.0993  0.733 -9.4013 i
 3.1593  0.733 -13.7819 i
 3.2193  0.733 -17.0096 i
 3.2793  0.733 -17.8038 i
 3.3393  0.733 -15.4619 i
 3.3993  0.733 -10.2898 i
 3.4593  0.733 -3.6926 i
 3.5193  0.733  2.1733 i
 3.5793  0.733  5.1137 i
 3.6393  0.733  3.7355 i
 3.6993  0.733 -1.9104 i
 3.7593  0.733 -10.164 i
 3.8193  0.733 -18.1891 i
 3.8793  0.733 -22.9029 i
 3.9393  0.733 -22.092 i
 3.9993  0.733 -15.3056 i
 4.0593  0.733 -4.1653 i
 4.1193  0.733  8.0742 i
 4.1793  0.733  17.6034 i
 4.2393  0.733  21.4136 i
 4.2993  0.733  18.4362 i
 4.3593  0.733  10.0175 i
 4.4193  0.733 -0.4915 i
 4.4793  0.733 -8.933 i
 4.5393  0.733 -11.9196 i
 4.5993  0.733 -8.2108 i
 4.6593  0.733  0.6582 i
 4.7193  0.733  10.7957 i
 4.7793  0.733  17.3482 i
 4.8393  0.733  16.4245 i
 4.8993  0.733  6.8669 i
 4.9593  0.733 -8.811 i
 5.0193  0.733 -24.752 i
 5.0793  0.733 -33.3563 i
 5.1393  0.733 -27.7115 i
 5.1993  0.733 -4.0795 i
 5.2593  0.733  36.4041 i
 5.3193  0.733  87.4492 i
 5.3793  0.733  138.941 i
 5.4393  0.733  179.544 i
 5.4993  0.733  199.825 i
 5.5593  0.733  194.926 i
 5.6193  0.733  165.969 i
 5.6793  0.733  119.74 i
 5.7393  0.733  66.7625 i
 5.7993  0.733  18.3459 i
 5.8593  0.733 -16.4588 i
 5.9193  0.733 -33.0948 i
 5.9793  0.733 -32.2882 i
 6.0393  0.733 -19.239 i
 6.0993  0.733 -1.5714 i
 6.1593  0.733  13.2298 i
 6.2193  0.733  20.0563 i
 6.2793  0.733  17.4123 i
 6.3393  0.733  7.3546 i
 6.3993  0.733 -5.7134 i
 6.4593  0.733 -16.8739 i
 6.5193  0.733 -22.4734 i
 6.5793  0.733 -21.249 i
 6.6393  0.733 -14.4839 i
 6.6993  0.733 -5.2406 i
 6.7593  0.733  2.958 i

# IsoCurve 27, 101 points
# x y z type
 0.749  0.7612  4.5851 i
 0.809  0.7612  10.4008 i
 0.869  0.7612  11.1598 i
 0.929  0.7612  7.5722 i
 0.989  0.7612  1.8881 i
 1.049  0.7612 -3.1229 i
 1.109  0.7612 -5.2877 i
 1.169  0.7612 -3.81 i
 1.229  0.7612  0.5506 i
 1.289  0.7612  5.9209 i
 1.349  0.7612  10.1548 i
 1.409  0.7612  11.7146 i
 1.469  0.7612  10.2449 i
 1.529  0.7612  6.6325 i
 1.589  0.7612  2.5638 i
 1.649  0.7612 -0.2157 i
 1.709  0.7612 -0.6262 i
 1.769  0.7612  1.3246 i
 1.829  0.7612  4.5764 i
 1.889  0.7612  7.4729 i
 1.949  0.7612  8.4398 i
 2.009  0.7612  6.607 i
 2.069  0.7612  2.1337 i
 2.129  0.7612 -3.8748 i
 2.189  0.7612 -9.8036 i
 2.249  0.7612 -14.1273 i
 2.309  0.7612 -15.9289 i
 2.369  0.7612 -15.146 i
 2.429  0.7612 -12.4726 i
 2.489  0.7612 -8.9925 i
 2.549  0.7612 -5.7215 i
 2.609  0.7612 -3.2598 i
 2.669  0.7612 -1.6898 i
 2.729  0.7612 -0.7343 i
 2.789  0.7612 -0.0685 i
 2.849  0.7612  0.3881 i
 2.909  0.7612  0.3602 i
 2.969  0.7612 -0.6463 i
 3.029  0.7612 -3.0178 i
 3.089  0.7612 -6.678 i
 3.149  0.7612 -10.8992 i
 3.209  0.7612 -14.4137 i
 3.269  0.7612 -15.8307 i
 3.329  0.7612 -14.2171 i
 3.389  0.7612 -9.6039 i
 3.449  0.7612 -3.176 i
 3.509  0.7612  2.9892 i
 3.569  0.7612  6.5944 i
 3.629  0.7612  5.9879 i
 3.689  0.7612  0.8921 i
 3.749  0.7612 -7.3108 i
 3.809  0.7612 -15.9048 i
 3.869  0.7612 -21.7121 i
 3.929  0.7612 -22.2302 i
 3.989  0.7612 -16.6175 i
 4.049  0.7612 -6.1383 i
 4.109  0.7612  6.1476 i
 4.169  0.7612  16.3897 i
 4.229  0.7612  21.3129 i
 4.289  0.7612  19.4493 i
 4.349  0.7612  11.7566 i
 4.409  0.7612  1.3488 i
 4.469  0.7612 -7.6168 i
 4.529  0.7612 -11.5204 i
 4.589  0.7612 -8.7502 i
 4.649  0.7612 -0.4804 i
 4.709  0.7612  9.6007 i
 4.769  0.7612  16.6 i
 4.829  0.7612  16.3571 i
 4.889  0.7612  7.3282 i
 4.949  0.7612 -8.3006 i
 5.009  0.7612 -24.7707 i
 5.069  0.7612 -34.2547 i
 5.129  0.7612 -29.3094 i
 5.189  0.7612 -5.5116 i
 5.249  0.7612  36.6092 i
 5.309  0.7612  91.0488 i
 5.369  0.7612  147.493 i
 5.429  0.7612  193.899 i
 5.489  0.7612  219.759 i
 5.549  0.7612  219.038 i
 5.609  0.7612  191.906 i
 5.669  0.7612  144.687 i
 5.729  0.7612  88.0738 i
 5.789  0.7612  34.1383 i
 5.849  0.7612 -6.9229 i
 5.909  0.7612 -29.3352 i
 5.969  0.7612 -32.8537 i
 6.029  0.7612 -22.1849 i
 6.089  0.7612 -5.0138 i
 6.149  0.7612  10.6505 i
 6.209  0.7612  18.9312 i
 6.269  0.7612  17.5887 i
 6.329  0.7612  8.1891 i
 6.389  0.7612 -4.9832 i
 6.449  0.7612 -16.7784 i
 6.509  0.7612 -23.0992 i
 6.569  0.7612 -22.2271 i
 6.629  0.7612 -15.162 i
 6.689  0.7612 -4.9611 i
 6.749  0.7612  4.5851 i

# IsoCurve 28, 101 points
# x y z type
 0.7388  0.7893  6.0454 i
 0.7988  0.7893  13.0313 i
 0.8588  0.7893  14.5831 i
 0.9188  0.7893  11.1045 i
 0.9788  0.7893  4.7609 i
 1.0388  0.7893 -1.5185 i
 1.0988  0.7893 -5.2196 i
 1.1588  0.7893 -5.1484 i
 1.2188  0.7893 -1.745 i
 1.2788  0.7893  3.2597 i
 1.3388  0.7893  7.6569 i
 1.3988  0.7893  9.6873 i
 1.4588  0.7893  8.7133 i
 1.5188  0.7893  5.3899 i
 1.5788  0.7893  1.3041 i
 1.6388  0.7893 -1.7395 i
 1.6988  0.7893 -2.479 i
 1.7588  0.7893 -0.6945 i
 1.8188  0.7893  2.7395 i
 1.8788  0.7893  6.2444 i
 1.9388  0.7893  8.1942 i
 1.9988  0.7893  7.5619 i
 2.0588  0.7893  4.3014 i
 2.1188  0.7893 -0.6727 i
 2.1788  0.7893 -5.8756 i
 2.2388  0.7893 -9.8353 i
 2.2988  0.7893 -11.6245 i
 2.3588  0.7893 -11.1354 i
 2.4188  0.7893 -9.0078 i
 2.4788  0.7893 -6.2727 i
 2.5388  0.7893 -3.8856 i
 2.5988  0.7893 -2.3601 i
 2.6588  0.7893 -1.6535 i
 2.7188  0.7893 -1.3332 i
 2.7788  0.7893 -0.9233 i
 2.8388  0.7893 -0.2475 i
 2.8988  0.7893  0.4103 i
 2.9588  0.7893  0.4201 i
 3.0188  0.7893 -0.8473 i
 3.0788  0.7893 -3.6024 i
 3.1388  0.7893 -7.3587 i
 3.1988  0.7893 -10.9599 i
 3.2588  0.7893 -12.9498 i
 3.3188  0.7893 -12.1655 i
 3.3788  0.7893 -8.3172 i
 3.4388  0.7893 -2.2901 i
 3.4988  0.7893  4.0055 i
 3.5588  0.7893  8.238 i
 3.6188  0.7893  8.52 i
 3.6788  0.7893  4.2138 i
 3.7388  0.7893 -3.6578 i
 3.7988  0.7893 -12.6033 i
 3.8588  0.7893 -19.4457 i
 3.9188  0.7893 -21.4466 i
 3.9788  0.7893 -17.366 i
 4.0388  0.7893 -8.0417 i
 4.0988  0.7893  3.7719 i
 4.1588  0.7893  14.3008 i
 4.2188  0.7893  20.0909 i
 4.2788  0.7893  19.3064 i
 4.3388  0.7893  12.4849 i
 4.3988  0.7893  2.4238 i
 4.4588  0.7893 -6.8164 i
 4.5188  0.7893 -11.4609 i
 4.5788  0.7893 -9.5573 i
 4.6388  0.7893 -1.8952 i
 4.6988  0.7893  8.104 i
 4.7588  0.7893  15.5783 i
 4.8188  0.7893  16.1367 i
 4.8788  0.7893  7.8289 i
 4.9388  0.7893 -7.5748 i
 4.9988  0.7893 -24.5484 i
 5.0588  0.7893 -35.175 i
 5.1188  0.7893 -31.5702 i
 5.1788  0.7893 -8.6233 i
 5.2388  0.7893  33.856 i
 5.2988  0.7893  90.3589 i
 5.3588  0.7893  150.631 i
 5.4188  0.7893  202.166 i
 5.4788  0.7893  233.537 i
 5.5388  0.7893  237.57 i
 5.5988  0.7893  213.366 i
 5.6588  0.7893  166.569 i
 5.7188  0.7893  107.763 i
 5.7788  0.7893  49.52 i
 5.8388  0.7893  3.0042 i
 5.8988  0.7893 -24.8523 i
 5.9588  0.7893 -32.7714 i
 6.0188  0.7893 -24.8133 i
 6.0788  0.7893 -8.535 i
 6.1388  0.7893  7.6973 i
 6.1988  0.7893  17.3378 i
 6.2588  0.7893  17.4161 i
 6.3188  0.7893  8.943 i
 6.3788  0.7893 -4.0247 i
 6.4388  0.7893 -16.2156 i
 6.4988  0.7893 -23.1637 i
 6.5588  0.7893 -22.7128 i
 6.6188  0.7893 -15.5419 i
 6.6788  0.7893 -4.6298 i
 6.7388  0.7893  6.0454 i

# IsoCurve 29, 101 points
# x y z type
